"reaction","out_degree","in_degree","abundance"
"R04423",48,47,0.973782006420398
"R12807",60,51,11.885062454398
"R01009",12,9,566.097945738342
"R04182",48,47,0.305367370184084
"R04584",48,47,0.134661056093329
"R03490",49,48,0.134661056093329
"R05109",48,47,0.134661056093329
"R12962",49,48,0.134661056093329
"R11399",2,2,20.8756156435816
"R04072",5,3,20.8756156435816
"R01005",0,2,5.45006460546833
"R05908",0,0,1.39498095301967
"R10436",51,49,1.39498095301967
"R05927",0,0,2.52608323269394
"R05986",0,1,1.15612719109484
"R07259",62,55,1.15612719109484
"R11879",0,0,0.047391173376944
"R02790",63,56,0.047391173376944
"R04654",62,55,0.047391173376944
"R02791",51,49,0.536297208061449
"R04531",50,48,0.536297208061449
"R04606",1,2,160.276531473307
"R03681",59,50,4.79735772616819
"R05327",62,55,4.58307244072727
"R06015",1,0,1.38491726633279
"R01876",14,16,132.769420317588
"R02296",6,8,44.2779868831924
"R02484",12,13,134.064500434878
"R01570",11,11,45.5730670004829
"R02298",2,2,44.2779868831924
"R08229",4,2,88.4914334343954
"R01969",6,8,99.3134242537135
"R02748",7,6,99.3134242537135
"R08222",4,1,1.29508011729052
"R08230",4,2,1.29508011729052
"R00190",38,40,165.257901402892
"R04378",3,2,165.257901402892
"R01132",10,9,91.922787903047
"R01229",11,14,249.50108484969
"R02142",7,6,249.50108484969
"R08237",1,0,91.922787903047
"R08238",0,0,91.922787903047
"R08245",0,0,91.922787903047
"R00966",25,26,792.404780649418
"R01870",10,9,290.827321323431
"R08231",0,3,290.827321323431
"R01724",8,8,634.538925839627
"R01072",18,16,994.407034521564
"R01071",7,6,449.053556186075
"R01073",9,12,314.567924182515
"R03348",5,1,320.198313189136
"R04148",2,1,392.335042645122
"R05925",0,3,1.54349622387395
"R01402",9,8,41.6040240856251
"R10209",7,8,659.841820435411
"R04176",83,84,37.7371176643746
"R11312",7,7,221.303706306679
"R10712",5,3,221.303706306679
"R03223",5,3,221.303706306679
"R00177",78,78,363.100040318066
"R04771",2,1,363.100040318066
"R00660",28,20,1119.06065541837
"R01122",2,5,588.963204260021
"R00066",6,1,337.934514028424
"R04457",1,3,282.60122552148
"R01658",8,8,193.083548808999
"R02003",11,7,193.083548808999
"R03067",1,3,120.530553125894
"R03066",1,3,120.530553125894
"R01920",17,20,98.9905356080967
"R08359",0,2,98.9905356080967
"R12183",81,79,78.0103696031034
"R12184",81,80,78.0103696031034
"R01492",2,0,78.0103696031034
"R05220",2,0,78.0103696031034
"R07268",3,0,78.0103696031034
"R08511",15,14,0.649151329834064
"R03522",3,13,0.649151329834064
"R07093",0,0,0.649151329834064
"R07094",0,1,0.649151329834064
"R07100",0,1,0.649151329834064
"R07113",0,0,0.649151329834064
"R07116",0,0,0.649151329834064
"R08512",15,14,0.649151329834064
"R07002",0,1,0.649151329834064
"R07003",0,1,0.649151329834064
"R07004",0,1,0.649151329834064
"R07023",0,1,0.649151329834064
"R07024",0,1,0.649151329834064
"R07025",0,1,0.649151329834064
"R07026",0,1,0.649151329834064
"R07069",0,0,0.649151329834064
"R07070",0,0,0.649151329834064
"R07083",0,1,0.649151329834064
"R07084",0,0,0.649151329834064
"R07091",0,0,0.649151329834064
"R07092",1,0,0.649151329834064
"R08280",0,0,0.649151329834064
"R09409",0,1,0.649151329834064
"R11905",3,0,0.649151329834064
"R03460",2,2,793.155038442329
"R06223",3,1,2.13008313169065
"R00702",2,1,2.8861598679663
"R02872",3,2,2.13008313169065
"R04311",1,1,33.0181496650122
"R09247",0,1,303.198399130478
"R06447",4,1,560.13874213095
"R05329",8,10,1.55601501342118
"R07477",88,91,1.55601501342118
"R07479",4,3,1.55601501342118
"R07480",1,1,1.55601501342118
"R07478",83,83,1.55601501342118
"R00355",86,81,98.5294800993184
"R00694",12,9,237.268327654485
"R00734",15,12,237.268327654485
"R00895",17,17,98.5294800993184
"R00896",17,17,98.5294800993184
"R02433",6,5,98.5294800993184
"R02619",2,0,98.5294800993184
"R05052",4,5,98.5294800993184
"R00258",117,118,115.048088038844
"R07396",24,25,4.54190519037472
"R03243",2,1,134.196942364792
"R01343",23,23,6.71517449294228
"R00667",10,10,6.71517449294228
"R00668",59,58,6.71517449294228
"R00768",6,29,829.114619479147
"R02283",4,2,391.810240396762
"R04475",2,1,428.37503467397
"R01648",9,15,7.75307861975467
"R00908",9,9,21.6049295035312
"R01148",68,69,12.3613595413675
"R01344",68,69,12.3613595413675
"R01582",9,7,12.3613595413675
"R02459",3,3,12.3613595413675
"R02851",1,0,12.3613595413675
"R02924",3,2,12.3613595413675
"R05053",4,5,12.3613595413675
"R01939",6,4,0.317494453497097
"R12688",98,96,0.374110142928448
"R01956",1,3,0.374110142928448
"R03445",1,1,0.374110142928448
"R03954",0,1,0.374110142928448
"R04171",1,0,0.374110142928448
"R01090",6,3,128.426571007094
"R01214",9,6,128.426571007094
"R02199",6,3,128.426571007094
"R10991",11,12,128.426571007094
"R00369",62,8,7.33886139711673
"R00372",92,86,7.33886139711673
"R10992",11,12,7.33886139711673
"R00588",63,52,7.33886139711673
"R00585",22,17,7.33886139711673
"R04173",4,2,303.316464063352
"R05085",4,3,303.316464063352
"R03120",51,50,3.46454767302108
"R10845",52,51,3.46454767302108
"R01731",6,5,3.46454767302108
"R03231",2,2,130.172165073082
"R01215",9,6,127.055448703775
"R06977",8,4,16.0952689904431
"R10908",26,1,4.59680736054507
"R04217",1,2,4.60338684985672
"R02848",90,87,0.646065730242522
"R00299",14,22,558.036191129028
"R00760",19,11,302.152024116812
"R00867",13,11,302.152024116812
"R01326",6,3,0.646065730242522
"R01600",6,4,558.036191129028
"R01786",10,11,558.036191129028
"R01961",6,4,32.3975911242116
"R02865",97,96,0.646065730242522
"R03920",13,0,302.152024116812
"R00725",37,40,0.646065730242522
"R00876",39,34,0.646065730242522
"R01139",36,43,0.646065730242522
"R01140",39,38,0.646065730242522
"R01327",18,17,0.646065730242522
"R01330",17,20,0.646065730242522
"R01964",17,16,0.646065730242522
"R01965",16,19,0.646065730242522
"R02849",12,11,0.646065730242522
"R02850",11,14,0.646065730242522
"R02867",19,20,0.646065730242522
"R02868",18,23,0.646065730242522
"R00866",2,11,0.440215845407606
"R03819",89,86,0.440215845407606
"R03014",1,1,104.752268849858
"R01902",3,3,104.752268849858
"R01092",1,2,621.045775035431
"R04779",3,13,130.399576229084
"R00756",6,18,130.399576229084
"R00767",31,29,130.399576229084
"R00769",70,66,130.399576229084
"R00770",28,28,130.399576229084
"R01843",98,94,130.399576229084
"R03236",6,7,400.884054159442
"R03237",6,7,130.399576229084
"R03238",6,7,130.399576229084
"R03239",6,7,130.399576229084
"R01737",6,7,94.594509116718
"R01051",10,12,135.115238172435
"R02750",2,2,135.115238172435
"R01526",12,11,104.377297310832
"R02439",4,4,100.965590739115
"R01639",12,12,547.75907937981
"R01523",3,8,3.36902718309565
"R00185",34,34,36.9738742925213
"R01567",5,3,90.2659127023277
"R02099",5,3,90.2659127023277
"R08233",0,1,90.2659127023277
"R00104",85,81,591.275554511969
"R00130",54,3,467.04027709629
"R00509",8,6,17.1801478875021
"R04928",89,87,17.1801478875021
"R11536",1,1,1.51224636031416
"R01059",20,4,1.86270293964917
"R01011",26,5,1.86270293964917
"R07636",36,35,1.86270293964917
"R00847",16,16,625.916754446437
"R08572",2,7,550.106233972465
"R03018",1,2,226.972338365799
"R02971",2,0,226.972338365799
"R04391",1,0,226.972338365799
"R00174",3,4,140.751004016183
"R01909",1,2,140.751004016183
"R02493",3,3,140.751004016183
"R02245",3,3,7.88980763535138
"R01771",5,5,347.500491296795
"R00200",158,157,74.6746541021529
"R00430",28,18,74.6746541021529
"R00572",82,81,74.6746541021529
"R00659",121,118,74.6746541021529
"R00724",80,81,74.6746541021529
"R01138",9,12,74.6746541021529
"R01858",3,3,74.6746541021529
"R02320",70,72,74.6746541021529
"R01541",4,7,695.675642389025
"R00964",18,21,178.722949411819
"R00513",18,17,178.722949411819
"R00517",18,17,177.547956804797
"R00968",18,21,177.547956804797
"R08232",0,1,177.547956804797
"R04448",1,1,447.039768385584
"R03241",1,1,6.30742368896637
"R12695",93,90,6.30742368896637
"R01901",3,4,8.33530147646984
"R07127",1,3,8.33530147646984
"R03576",1,0,9.87421361826916
"R02071",3,3,199.010636564187
"R03387",1,1,11.5196382692503
"R01201",3,5,4.39283762082063
"R02650",90,87,3.51825286174862
"R02705",2,5,3.51825286174862
"R02185",27,31,21.382194203111
"R02187",6,4,21.382194203111
"R02189",10,11,21.382194203111
"R05626",4,0,59.7009607900576
"R02412",4,4,497.171069230773
"R01131",7,8,1.58281916175106
"R01228",9,12,1.58281916175106
"R00764",19,20,114.631411430898
"R02073",13,16,114.631411430898
"R01888",88,85,48.9885381905553
"R04143",2,1,14.2298247424268
"R02240",7,14,705.065528309004
"R04401",88,85,4.69620813201501
"R03150",88,85,1.64459483656412
"R04657",3,1,135.663087820419
"R05805",6,18,0.26001123029958
"R09084",3,13,0.26001123029958
"R05804",119,124,0.26001123029958
"R12594",100,101,0.26001123029958
"R09085",10,11,0.26001123029958
"R09086",10,10,0.26001123029958
"R05634",2,2,613.91311832762
"R00315",27,34,232.66784962226
"R01353",5,5,232.66784962226
"R00150",49,52,86.2739380276774
"R01395",4,5,376.875606239964
"R12185",74,80,86.2739380276774
"R01512",7,10,590.200118915957
"R00480",1,14,989.963276219661
"R01688",4,3,271.382411550853
"R02649",1,1,636.017332127637
"R00239",1,37,574.679121692425
"R02184",88,85,712.684625728469
"R03245",2,1,6.28577996916497
"R00127",93,94,169.849380475996
"R01547",10,11,169.849380475996
"R11319",0,15,169.849380475996
"R00331",88,85,7.34208080104909
"R00124",88,85,7.34208080104909
"R00139",1,0,7.34208080104909
"R00156",51,46,7.34208080104909
"R00330",28,18,7.34208080104909
"R00570",12,9,7.34208080104909
"R00722",10,9,7.34208080104909
"R01137",9,12,7.34208080104909
"R01857",4,6,7.34208080104909
"R02093",5,3,7.34208080104909
"R02326",5,4,7.34208080104909
"R02331",2,5,7.34208080104909
"R03530",1,1,7.34208080104909
"R12853",1,1,7.34208080104909
"R11894",0,0,7.34208080104909
"R11895",1,1,7.34208080104909
"R03471",1,2,353.945270870981
"R04509",3,2,353.945270870981
"R00332",22,24,172.041479054201
"R02090",4,4,172.041479054201
"R12852",2,2,172.041479054201
"R02094",7,9,155.11863007141
"R02098",5,7,155.11863007141
"R00512",21,19,325.916809905588
"R01665",6,8,325.916809905588
"R00617",15,6,171.252746238212
"R01049",14,16,778.935174353284
"R00619",17,16,534.918339921195
"R03503",2,1,292.306099571976
"R00429",1,7,1309.96279653051
"R00137",83,82,272.113123871887
"R03005",7,6,272.113123871887
"R03035",3,5,589.702416573818
"R00529",5,7,101.836338535112
"R04929",2,0,101.836338535112
"R00444",31,33,569.910281983617
"R00435",85,83,832.799381402734
"R00441",25,17,569.910281983617
"R00442",10,8,569.910281983617
"R00443",10,5,569.910281983617
"R10813",4,4,569.910281983617
"R07282",27,29,169.92005042802
"R00437",76,79,169.92005042802
"R00438",54,55,169.92005042802
"R00439",24,26,169.92005042802
"R00440",15,16,169.92005042802
"R00289",32,25,289.490542172115
"R00955",43,35,435.219102677828
"R00885",13,11,402.799590511844
"R01890",1,2,12.5183760367121
"R02590",0,0,12.5183760367121
"R00416",27,23,295.540679085785
"R10183",11,11,15.0373623386909
"R02328",2,13,633.742871389923
"R09382",100,94,142.880639110021
"R09383",2,2,142.880639110021
"R09384",2,2,142.880639110021
"R09386",2,2,142.880639110021
"R00948",15,15,1035.71997368161
"R00956",12,12,117.539353974445
"R03351",6,4,177.876669988438
"R00856",3,13,35.8897456287096
"R01799",4,9,537.971898118862
"R03473",1,1,37.8803577030024
"R03474",1,1,37.8803577030024
"R02599",0,0,9.36949076673589
"R01117",4,4,9.36949076673589
"R04215",0,0,9.36949076673589
"R02226",2,1,22.7005743570389
"R00379",29,31,1939.13347900395
"R07285",20,19,161.930330890626
"R04733",0,0,95.0824799910858
"R05633",2,2,633.691500856992
"R11025",2,1,85.5120992966121
"R01801",1,3,559.983581271032
"R01535",27,27,376.202533687039
"R01625",19,57,357.484603589263
"R01800",24,18,201.544935149235
"R05629",1,6,230.188243119628
"R05630",1,5,230.188243119628
"R01007",39,34,0.452128242270626
"R04511",17,15,13.5306064810857
"R05081",0,2,13.5306064810857
"R10849",0,1,13.5306064810857
"R00206",16,64,833.456904524284
"R00199",70,72,40.9871872526112
"R03595",3,3,254.948236603609
"R01931",11,2,42.755718230908
"R03105",64,65,3.32469882640762
"R12689",64,65,3.32469882640762
"R12690",36,36,3.32469882640762
"R01078",4,3,367.832398119885
"R02586",6,5,0.363200370764139
"R02996",2,2,76.1740750718821
"R00928",93,98,12.9640326749127
"R01449",8,8,12.9640326749127
"R05508",7,2,12.9640326749127
"R01780",20,20,12.8265250254488
"R00410",12,13,12.8265250254488
"R02990",1,3,2.64746048949647
"R00393",87,89,21.2363606560974
"R01179",11,11,21.2363606560974
"R01359",12,13,21.2363606560974
"R07832",0,0,21.2363606560974
"R01365",8,16,20.2244264128933
"R03884",80,83,6.58523888431926
"R04000",1,1,6.58523888431926
"R05509",4,3,6.58523888431926
"R08219",0,4,86.4674195016089
"R01369",21,23,13.5976128453286
"R02250",23,23,13.5976128453286
"R02687",13,14,13.5976128453286
"R02688",23,21,13.5976128453286
"R05209",21,21,13.5976128453286
"R07291",23,24,42.8580536325635
"R01309",23,21,42.8580536325635
"R02744",27,29,42.8580536325635
"R02746",4,3,42.8580536325635
"R02747",4,8,42.8580536325635
"R03416",2,1,42.8580536325635
"R03417",2,1,42.8580536325635
"R01026",6,0,0.0770998386437218
"R02362",5,1,93.970042711685
"R01519",13,11,1.08196798421558
"R02933",3,3,1.08196798421558
"R03751",2,1,22.6484748025495
"R04785",2,1,1.08196798421558
"R02991",1,1,87.3297448078471
"R04238",2,1,674.446397127252
"R02035",8,8,246.828883413313
"R01314",35,32,1.01818810599542
"R01316",8,9,1.01818810599542
"R02054",2,5,1.01818810599542
"R04034",0,2,1.01818810599542
"R07860",11,9,1.01818810599542
"R01313",31,27,0.969806674031736
"R01315",4,9,0.969806674031736
"R01317",18,11,0.969806674031736
"R07064",14,12,0.969806674031736
"R07859",11,9,0.969806674031736
"R02053",2,5,0.969806674031736
"R03107",10,8,0.969806674031736
"R07379",2,1,0.969806674031736
"R07387",2,3,0.969806674031736
"R03062",0,0,127.131549626125
"R03893",0,0,2.11694846954954
"R05510",0,1,2.11694846954954
"R05511",0,0,2.11694846954954
"R06835",0,0,2.11694846954954
"R06838",0,0,2.11694846954954
"R08120",0,0,2.11694846954954
"R08121",0,1,2.11694846954954
"R09136",0,0,2.11694846954954
"R09220",0,0,2.11694846954954
"R09222",0,0,2.11694846954954
"R10983",5,3,0.241419863602146
"R08149",0,0,0.241419863602146
"R04608",5,3,0.241419863602146
"R08150",0,0,0.241419863602146
"R00227",26,58,98.9326108510349
"R04090",14,12,300.21408527838
"R01736",6,1,300.21408527838
"R00527",17,2,26.0549675774791
"R04014",0,3,28.1690180390067
"R08157",1,5,28.1182941975418
"R08158",0,2,28.1182941975418
"R12329",62,62,28.1690180390067
"R00383",78,77,18.943652560526
"R01301",9,4,0.220317254188957
"R00626",5,5,108.286058770059
"R02135",6,6,624.27051484208
"R03024",0,0,211.558805337807
"R01010",30,29,108.286058770059
"R04620",3,3,90.0728033268637
"R00548",11,13,168.092451828125
"R11527",8,10,18.2132554431949
"R00582",20,2,109.141580304054
"R02853",3,3,109.141580304054
"R07297",1,1,55.5323054087025
"R00183",4,32,55.5323054087025
"R00511",5,15,55.5323054087025
"R00963",4,18,55.5323054087025
"R01126",3,6,55.5323054087025
"R01227",3,10,55.5323054087025
"R02323",3,4,55.5323054087025
"R02719",2,2,55.5323054087025
"R03346",3,6,55.5323054087025
"R01569",7,8,132.751396337899
"R01664",3,7,132.751396337899
"R01968",3,4,132.751396337899
"R02088",4,4,132.751396337899
"R02102",2,6,132.751396337899
"R12958",3,3,132.751396337899
"R00188",32,33,475.878485063062
"R00508",6,2,231.551363112039
"R03371",0,2,4.28543035438036
"R00304",28,32,102.270449671495
"R00947",18,19,102.270449671495
"R02778",6,4,4.43342393305004
"R03013",2,1,602.822439553013
"R03457",1,1,463.026486007137
"R00164",51,50,1151.71263542204
"R01334",6,1,1611.40627537023
"R07343",52,54,97.8891030061133
"R01185",3,1,97.8891030061133
"R01186",3,0,97.8891030061133
"R01187",3,4,97.8891030061133
"R03372",0,2,1.36685422663232
"R02029",4,1,95.2381926695489
"R02239",20,21,10.2863639920206
"R04162",0,0,10.2863639920206
"R06520",2,1,10.2863639920206
"R06521",2,1,10.2863639920206
"R06522",7,1,10.2863639920206
"R09644",6,8,10.2863639920206
"R05627",4,4,1374.10328061029
"R02732",2,13,1.90960049489794
"R00763",19,18,2.38187834301361
"R02731",13,2,2.38187834301361
"R02585",2,2,1313.10830872943
"R01312",15,9,0.620878603300094
"R02027",15,3,0.620878603300094
"R02052",15,5,0.620878603300094
"R03332",16,3,15.2177844813411
"R07381",0,1,0.620878603300094
"R12035",2,5,50.5693330159517
"R03060",1,1,34.3898703289717
"R01562",4,1,34.3898703289717
"R01877",4,1,34.3898703289717
"R02148",3,1,34.3898703289717
"R02370",5,1,34.3898703289717
"R03423",1,1,49.5265249030935
"R03537",1,0,49.5265249030935
"R03538",1,0,49.5265249030935
"R03929",1,0,49.5265249030935
"R05135",1,0,49.5265249030935
"R03422",1,1,7.70432001910158
"R04373",6,4,40.9535616355562
"R00857",16,17,260.791142522469
"R01030",18,6,260.791142522469
"R01470",15,2,260.791142522469
"R01856",3,5,560.1852758526
"R01243",2,2,45.3948283826801
"R03980",5,0,45.3948283826801
"R04856",1,0,73.8917704965144
"R03404",5,0,0.737366008958496
"R08941",0,0,0.737366008958496
"R08942",0,1,0.737366008958496
"R01028",5,4,144.586245885189
"R12961",3,3,28.4969421138343
"R00336",16,16,14.6730156359186
"R01982",2,3,33.0815198792936
"R02360",1,3,18.4076861207777
"R00010",18,6,5.21103588206957
"R01478",4,0,39.68318819735
"R08260",0,0,39.68318819735
"R04979",0,0,39.68318819735
"R08127",0,0,39.68318819735
"R01498",6,6,174.394016912763
"R03617",6,7,3.92599421771686
"R03162",8,7,1225.88063852367
"R03122",1,0,26.2581726240239
"R04320",5,4,28.6176954407388
"R07413",2,1,28.6176954407388
"R03255",7,7,26.8221090930256
"R03256",3,1,26.8221090930256
"R00839",28,2,99.7289700919978
"R05133",6,0,99.7289700919978
"R05134",6,0,99.7289700919978
"R00837",28,4,33.111888001459
"R05979",1,0,2.48842351382192
"R00838",28,1,19.5568312212029
"R01480",8,9,76.9503710616524
"R02341",4,4,56.4971367619912
"R01245",9,4,56.4971367619912
"R01677",5,4,56.4971367619912
"R01770",6,4,56.4971367619912
"R02143",5,2,56.4971367619912
"R01080",12,6,4.69579649826435
"R01273",4,2,1.38507278312098
"R10046",5,3,1.38507278312098
"R00182",9,32,52.881330226768
"R00194",1,57,196.614885882752
"R12621",3,3,196.614885882752
"R01401",9,7,196.614885882752
"R03037",1,1,1.77794158894249
"R07644",0,1,27.8520843086709
"R10648",35,35,933.474468445669
"R00485",21,3,225.380601939865
"R06134",20,20,648.406352102359
"R01579",3,1,31.3563162001808
"R03909",20,20,8.87504908276443
"R00321",25,31,8.87504908276443
"R02540",4,2,8.87504908276443
"R03096",0,1,8.87504908276443
"R03180",2,0,8.87504908276443
"R05551",3,3,8.87504908276443
"R05590",4,1,8.87504908276443
"R00131",46,3,43.5390033960071
"R00905",5,5,11.214279070089
"R04666",0,1,11.214279070089
"R08228",0,1,11.214279070089
"R01959",20,24,42.4205958625505
"R00988",3,1,42.4205958625505
"R04911",1,0,42.4205958625505
"R00944",33,5,28.7872198933085
"R02170",1,0,0.638183738552071
"R04103",4,6,0.638183738552071
"R00669",9,2,63.2308405424178
"R09107",4,1,63.2308405424178
"R02734",3,1,588.102995519218
"R01268",7,7,54.3855580591738
"R05835",30,0,89.3552603126991
"R02797",11,0,89.3552603126991
"R03975",27,0,89.3552603126991
"R03977",8,0,89.3552603126991
"R04486",26,22,89.3552603126991
"R04487",7,5,89.3552603126991
"R02059",6,5,220.031241939157
"R05168",0,0,220.031241939157
"R03421",20,13,1.62779343121496
"R01424",4,0,55.1197623650297
"R02333",0,1,8.78947089699043
"R00524",41,0,3.47159100034273
"R00005",25,1,7.90007896008779
"R00525",52,1,0.497122068998884
"R01918",20,1,2.83134607964914
"R01917",20,19,2.83134607964914
"R05635",16,22,343.699942759657
"R04268",16,22,343.699942759657
"R02269",3,3,34.2306015977442
"R03055",3,2,34.2306015977442
"R08227",1,1,34.2306015977442
"R01993",4,4,727.971935769937
"R02425",2,1,41.5433927067962
"R03743",44,43,154.080447471336
"R04318",1,1,154.080447471336
"R06363",0,0,154.080447471336
"R02288",3,1,265.70604156766
"R00251",35,3,151.057939568244
"R01884",1,0,118.598372506902
"R03187",0,1,34.1086136402131
"R00551",12,7,29.1811467772118
"R00552",11,9,52.5771569678199
"R06138",1,1,140.861579391329
"R02285",35,2,13.1413931880855
"R01157",7,2,253.490454748003
"R02513",7,7,20.0631276081678
"R00776",25,23,12.7191529961587
"R04189",2,1,2.65724056238929
"R00974",13,15,15.0594726983539
"R01411",9,0,15.0594726983539
"R02922",1,1,15.0594726983539
"R01244",13,14,321.981889407111
"R01676",8,10,158.323517148326
"R01560",3,4,63.071683099014
"R02556",5,5,63.071683099014
"R01878",4,5,160.542862986725
"R02485",2,2,160.542862986725
"R08221",1,1,160.542862986725
"R01663",8,11,642.533459361196
"R02325",2,3,129.641047364545
"R00424",37,30,117.618265839961
"R00428",1,7,117.618265839961
"R04639",6,1,117.618265839961
"R05046",1,1,117.618265839961
"R05048",1,1,117.618265839961
"R04037",1,1,326.089281826642
"R00425",3,7,174.420759274346
"R03464",2,3,0.408680048773394
"R00540",24,2,6.02900097417937
"R01887",0,0,5.04429928141687
"R03093",0,0,5.04429928141687
"R03542",0,0,5.04429928141687
"R05591",4,0,5.04429928141687
"R07855",4,0,5.04429928141687
"R05358",3,1,0.984701692762503
"R00997",11,0,0.216137588276069
"R00004",67,66,594.785888881363
"R00539",19,19,73.6046317499441
"R00317",26,4,73.6046317499441
"R01421",4,0,73.6046317499441
"R01515",7,10,73.6046317499441
"R01532",64,63,1.60045296197852
"R00087",32,74,1.60045296197852
"R00426",8,7,1.60045296197852
"R00515",16,8,2.78013720960636
"R00662",24,21,1.60045296197852
"R11323",5,1,1.60045296197852
"R00103",83,82,66.8813668521473
"R00160",8,6,2.45247797428478
"R00287",29,15,27.3769379412977
"R03004",7,6,66.8813668521473
"R03036",3,5,1.60045296197852
"R01054",9,1,715.676676646377
"R00855",12,3,0.452908930473665
"R09538",15,15,0.452908930473665
"R01232",0,7,2.62827450948704
"R00184",78,2,11.0375508256299
"R00969",9,0,2.62827450948704
"R02805",0,0,2.62827450948704
"R02100",5,4,267.88107609863
"R11896",0,1,267.88107609863
"R01797",9,10,2.9797690564546
"R00187",68,0,0.66947345693632
"R04035",1,1,321.857513081224
"R03042",50,49,120.34037441174
"R03409",1,2,120.34037441174
"R00125",68,2,11.8611734568315
"R00335",16,7,638.073914121196
"R00987",5,7,0.894959805611871
"R02668",1,0,0.894959805611871
"R03936",1,1,0.894959805611871
"R00543",80,82,75.3016142295995
"R01085",68,1,110.439633124997
"R03830",1,1,126.453005223652
"R05287",6,1,131.114008271723
"R02336",5,7,4.66100304807058
"R02857",6,8,4.66100304807058
"R02337",3,5,0.371841902417935
"R05284",1,1,0.371841902417935
"R05367",1,1,0.371841902417935
"R05368",1,1,0.371841902417935
"R07669",1,0,0.371841902417935
"R07670",0,1,0.371841902417935
"R03523",10,9,0.371841902417935
"R05369",1,0,0.371841902417935
"R05370",0,1,0.371841902417935
"R01963",4,3,2.08454377902997
"R00522",18,23,3.0244323134283
"R12212",78,82,459.067015335924
"R01366",6,5,0.655335934385187
"R02948",1,4,16.7116304646377
"R01764",0,3,0.108372980344288
"R02672",0,2,0.108372980344288
"R01908",2,3,15.2550571324117
"R00233",65,60,0.283109081067216
"R05373",13,15,0.283109081067216
"R00489",5,14,235.146421370826
"R00261",4,37,27.9284926599687
"R01682",9,6,27.9284926599687
"R02466",0,1,27.9284926599687
"R00670",7,9,43.4890627889891
"R00462",11,5,18.255968095354
"R00566",3,7,735.868131175341
"R00451",11,6,607.356992020481
"R07405",1,2,639.42254119278
"R07404",1,1,139.983817729275
"R01167",4,3,9.44552611690311
"R00965",17,1,693.680750562936
"R00685",1,3,0.70400661732211
"R11932",0,0,0.70400661732211
"R02080",1,0,0.746646135293201
"R02701",2,1,0.70400661732211
"R00699",1,3,0.70400661732211
"R00736",1,9,0.746646135293201
"R04909",1,1,0.70400661732211
"R00345",52,57,162.804795447249
"R00431",29,32,31.7412010671658
"R00726",29,32,31.7412010671658
"R01121",5,1,7.59166844642259
"R03269",2,2,259.571932717386
"R03197",3,2,53.5325134403342
"R04972",0,0,53.5325134403342
"R00024",6,72,3.41927770781387
"R03140",7,2,3.41927770781387
"R03470",2,1,741.698747775508
"R00013",4,21,3.7706368868524
"R03508",3,3,227.21463357966
"R00341",52,57,498.256345980662
"R00178",4,67,34.4979050698574
"R01238",11,6,13.6434946634259
"R02055",9,5,199.993621684097
"R00474",0,49,0.064584191325511
"R00272",37,36,0.064584191325511
"R01066",21,21,523.412200694266
"R00751",31,23,269.189648853314
"R06171",27,22,269.189648853314
"R00761",6,18,110.01004208641
"R01621",23,23,110.01004208641
"R00762",19,20,147.794589560173
"R04780",13,16,147.794589560173
"R01845",10,9,236.744943193997
"R01068",46,48,244.610871827685
"R01070",43,46,244.610871827685
"R01829",32,33,244.610871827685
"R02568",31,30,244.610871827685
"R05605",80,84,114.730137579577
"R10283",81,81,112.166023158517
"R00470",81,81,112.166023158517
"R01826",1,23,918.842366443936
"R03254",2,2,135.736262501032
"R02262",30,1,96.5450574057706
"R12696",28,29,96.5450574057706
"R02263",30,1,72.5671949848921
"R01785",28,29,72.5671949848921
"R03277",64,68,3.74739562434257
"R02754",68,73,3.74739562434257
"R01064",20,1,7.76390826388288
"R11037",0,2,65.9667430337833
"R03504",6,2,124.978083718252
"R11073",3,1,65.9667430337833
"R01069",45,45,76.6328022803897
"R00479",42,41,4.75106319373735
"R00472",91,85,5.90604451895943
"R12768",67,69,66.601290793933
"R01811",5,5,66.601290793933
"R01360",69,65,4.56365740670658
"R08090",1,0,4.56365740670658
"R01978",69,68,4.37879333929418
"R01323",81,83,90.0559823349207
"R00354",79,1,96.5084542054469
"R00351",80,79,766.868252204768
"R01213",70,64,688.330440964883
"R00006",2,64,220.020110758113
"R00226",64,65,220.020110758113
"R03050",75,78,220.020110758113
"R04672",77,79,220.020110758113
"R04673",25,29,220.020110758113
"R08648",2,77,220.020110758113
"R01804",5,5,9.17800623845171
"R04435",1,2,9.17800623845171
"R00271",2,86,27.0946313529363
"R00986",3,6,202.428445874572
"R00985",3,6,202.428445874572
"R00931",14,15,1.18394977217041
"R04150",55,58,33.1673338279993
"R07263",2,2,33.1673338279993
"R05636",81,82,825.036037310418
"R01716",2,6,93.0395253205593
"R05552",11,6,93.0395253205593
"R00750",72,76,127.224211136411
"R00673",3,3,35.7163989633927
"R12758",8,7,35.7163989633927
"R11100",3,4,234.730735999146
"R11099",62,64,593.345470671271
"R00728",12,10,0.162569067116514
"R12759",14,13,0.162569067116514
"R00034",0,0,8.19391838257048
"R08765",0,0,8.19391838257048
"R10760",27,27,2.73167924399977
"R00132",24,26,102.283885139603
"R10092",6,27,102.283885139603
"R01082",14,16,990.516019848517
"R01324",8,8,234.442173818941
"R01325",6,5,234.442173818941
"R01900",8,7,234.442173818941
"R04425",1,2,1.58206901801938
"R03032",2,2,2.42656360224617
